Training iter #50:   Batch Loss = 0.787423, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7668725252151489, Accuracy = 0.46739131212234497
Training iter #3500:   Batch Loss = 0.712790, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7678824663162231, Accuracy = 0.489130437374115
Training iter #3600:   Batch Loss = 0.727858, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7810901999473572, Accuracy = 0.46739131212234497
Training iter #3700:   Batch Loss = 0.750353, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7791177034378052, Accuracy = 0.5
Training iter #3800:   Batch Loss = 0.706750, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7739297747612, Accuracy = 0.47826087474823
Training iter #3900:   Batch Loss = 0.717201, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7795835733413696, Accuracy = 0.46739131212234497
Training iter #4000:   Batch Loss = 0.742930, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.771625816822052, Accuracy = 0.47826087474823
Training iter #4100:   Batch Loss = 0.699669, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7607392072677612, Accuracy = 0.489130437374115
Training iter #4200:   Batch Loss = 0.698243, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7730937004089355, Accuracy = 0.47826087474823
Training iter #4300:   Batch Loss = 0.696688, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7737024426460266, Accuracy = 0.46739131212234497
Training iter #4400:   Batch Loss = 0.724247, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7839938998222351, Accuracy = 0.43478259444236755
Training iter #4500:   Batch Loss = 0.759756, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7751925587654114, Accuracy = 0.46739131212234497
Training iter #4600:   Batch Loss = 0.678757, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7611333727836609, Accuracy = 0.5
Training iter #4700:   Batch Loss = 0.715544, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7798848748207092, Accuracy = 0.46739131212234497
Training iter #4800:   Batch Loss = 0.761897, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7804450988769531, Accuracy = 0.46739131212234497
Training iter #4900:   Batch Loss = 0.692939, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7697829604148865, Accuracy = 0.489130437374115
Training iter #5000:   Batch Loss = 0.699245, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7853434085845947, Accuracy = 0.47826087474823
Training iter #5100:   Batch Loss = 0.703258, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7767310738563538, Accuracy = 0.489130437374115
Training iter #5200:   Batch Loss = 0.708931, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7860339879989624, Accuracy = 0.46739131212234497
Training iter #5300:   Batch Loss = 0.777093, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7877944111824036, Accuracy = 0.46739131212234497
Training iter #5400:   Batch Loss = 0.645777, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7721151113510132, Accuracy = 0.489130437374115
Training iter #5500:   Batch Loss = 0.709685, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.781198263168335, Accuracy = 0.45652174949645996
Training iter #5600:   Batch Loss = 0.743133, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7730705738067627, Accuracy = 0.489130437374115
Training iter #5700:   Batch Loss = 0.684351, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7680648565292358, Accuracy = 0.510869562625885
Training iter #5800:   Batch Loss = 0.687064, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7947505116462708, Accuracy = 0.46739131212234497
Training iter #5900:   Batch Loss = 0.684161, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7833113074302673, Accuracy = 0.489130437374115
Training iter #6000:   Batch Loss = 0.713571, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7870489954948425, Accuracy = 0.47826087474823
Training iter #6100:   Batch Loss = 0.776182, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.792199432849884, Accuracy = 0.47826087474823
Training iter #6200:   Batch Loss = 0.630305, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7750500440597534, Accuracy = 0.489130437374115
Training iter #6300:   Batch Loss = 0.712966, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7744596600532532, Accuracy = 0.489130437374115
Training iter #6400:   Batch Loss = 0.750213, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7669762372970581, Accuracy = 0.510869562625885
Training iter #6500:   Batch Loss = 0.682184, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7639281749725342, Accuracy = 0.510869562625885
Training iter #6600:   Batch Loss = 0.688995, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.790845513343811, Accuracy = 0.46739131212234497
Training iter #6700:   Batch Loss = 0.683411, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7800693511962891, Accuracy = 0.489130437374115
Training iter #6800:   Batch Loss = 0.700537, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7804909944534302, Accuracy = 0.489130437374115
Training iter #6900:   Batch Loss = 0.767347, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.784650444984436, Accuracy = 0.47826087474823
Training iter #7000:   Batch Loss = 0.633440, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7731257081031799, Accuracy = 0.489130437374115
Training iter #7100:   Batch Loss = 0.710157, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7770816087722778, Accuracy = 0.489130437374115
Training iter #7200:   Batch Loss = 0.732253, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.765798807144165, Accuracy = 0.510869562625885
Training iter #7300:   Batch Loss = 0.687675, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7620092630386353, Accuracy = 0.52173912525177
Training iter #7400:   Batch Loss = 0.695674, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7931527495384216, Accuracy = 0.44565218687057495
Training iter #7500:   Batch Loss = 0.675732, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7759005427360535, Accuracy = 0.489130437374115
Training iter #7600:   Batch Loss = 0.699697, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7755377888679504, Accuracy = 0.489130437374115
Training iter #7700:   Batch Loss = 0.790664, Accuracy = 0.4399999976158142
PERFORMANCE ON TEST SET: Batch Loss = 0.7794556617736816, Accuracy = 0.489130437374115
Training iter #7800:   Batch Loss = 0.640348, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7758090496063232, Accuracy = 0.489130437374115
Training iter #7900:   Batch Loss = 0.701455, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7813788056373596, Accuracy = 0.489130437374115
Training iter #8000:   Batch Loss = 0.714794, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7678812742233276, Accuracy = 0.510869562625885
Training iter #8100:   Batch Loss = 0.697594, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7575221657752991, Accuracy = 0.52173912525177
Training iter #8200:   Batch Loss = 0.697042, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7860366702079773, Accuracy = 0.47826087474823
Training iter #8300:   Batch Loss = 0.670894, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7756600379943848, Accuracy = 0.5
Training iter #8400:   Batch Loss = 0.672730, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7788085341453552, Accuracy = 0.489130437374115
Training iter #8500:   Batch Loss = 0.784669, Accuracy = 0.41999998688697815
PERFORMANCE ON TEST SET: Batch Loss = 0.7761752605438232, Accuracy = 0.510869562625885
Training iter #8600:   Batch Loss = 0.639420, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7722783088684082, Accuracy = 0.510869562625885
Training iter #8700:   Batch Loss = 0.707897, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7820707559585571, Accuracy = 0.5
Training iter #8800:   Batch Loss = 0.717512, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7733919620513916, Accuracy = 0.510869562625885
Training iter #8900:   Batch Loss = 0.693526, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7681516408920288, Accuracy = 0.52173912525177
Training iter #9000:   Batch Loss = 0.713655, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7930455803871155, Accuracy = 0.46739131212234497
Training iter #9100:   Batch Loss = 0.642919, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.780676007270813, Accuracy = 0.5
Training iter #9200:   Batch Loss = 0.660130, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7814311385154724, Accuracy = 0.5
Training iter #9300:   Batch Loss = 0.783084, Accuracy = 0.4399999976158142
PERFORMANCE ON TEST SET: Batch Loss = 0.7771607637405396, Accuracy = 0.510869562625885
Training iter #9400:   Batch Loss = 0.626496, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7691801190376282, Accuracy = 0.52173912525177
Training iter #9500:   Batch Loss = 0.699558, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7833890318870544, Accuracy = 0.510869562625885
Training iter #9600:   Batch Loss = 0.704057, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.781488299369812, Accuracy = 0.5
Training iter #9700:   Batch Loss = 0.684576, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7790201902389526, Accuracy = 0.52173912525177
Training iter #9800:   Batch Loss = 0.726830, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7894266843795776, Accuracy = 0.46739131212234497
Training iter #9900:   Batch Loss = 0.637126, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.764994204044342, Accuracy = 0.532608687877655
Training iter #10000:   Batch Loss = 0.662543, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7761411666870117, Accuracy = 0.510869562625885
Training iter #10100:   Batch Loss = 0.784611, Accuracy = 0.4399999976158142
PERFORMANCE ON TEST SET: Batch Loss = 0.782398521900177, Accuracy = 0.5
Training iter #10200:   Batch Loss = 0.630467, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7803142070770264, Accuracy = 0.510869562625885
Training iter #10300:   Batch Loss = 0.691049, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7860047817230225, Accuracy = 0.5
Training iter #10400:   Batch Loss = 0.700749, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7751369476318359, Accuracy = 0.52173912525177
Training iter #10500:   Batch Loss = 0.674251, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7768888473510742, Accuracy = 0.52173912525177
Training iter #10600:   Batch Loss = 0.737755, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7905341982841492, Accuracy = 0.45652174949645996
Training iter #10700:   Batch Loss = 0.629671, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7643538117408752, Accuracy = 0.532608687877655
Training iter #10800:   Batch Loss = 0.661690, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7759649753570557, Accuracy = 0.52173912525177
Training iter #10900:   Batch Loss = 0.776129, Accuracy = 0.4399999976158142
PERFORMANCE ON TEST SET: Batch Loss = 0.7768406271934509, Accuracy = 0.52173912525177
Training iter #11000:   Batch Loss = 0.638010, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7787516117095947, Accuracy = 0.5
Training iter #11100:   Batch Loss = 0.665742, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7801594734191895, Accuracy = 0.510869562625885
Training iter #11200:   Batch Loss = 0.712247, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7670117020606995, Accuracy = 0.52173912525177
Training iter #11300:   Batch Loss = 0.678940, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7790999412536621, Accuracy = 0.510869562625885
Training iter #11400:   Batch Loss = 0.720278, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7947371006011963, Accuracy = 0.46739131212234497
Training iter #11500:   Batch Loss = 0.630618, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7613562941551208, Accuracy = 0.54347825050354
Training iter #11600:   Batch Loss = 0.649188, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7758615016937256, Accuracy = 0.489130437374115
Training iter #11700:   Batch Loss = 0.766156, Accuracy = 0.46000000834465027
PERFORMANCE ON TEST SET: Batch Loss = 0.7703298330307007, Accuracy = 0.52173912525177
Training iter #11800:   Batch Loss = 0.647407, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7707506418228149, Accuracy = 0.510869562625885
Training iter #11900:   Batch Loss = 0.659341, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7774074077606201, Accuracy = 0.510869562625885
Training iter #12000:   Batch Loss = 0.714041, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7632349729537964, Accuracy = 0.532608687877655
Training iter #12100:   Batch Loss = 0.698797, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.774350643157959, Accuracy = 0.510869562625885
Training iter #12200:   Batch Loss = 0.721344, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7960100173950195, Accuracy = 0.45652174949645996
Training iter #12300:   Batch Loss = 0.646077, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7599392533302307, Accuracy = 0.532608687877655
Training iter #12400:   Batch Loss = 0.672676, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7646468281745911, Accuracy = 0.532608687877655
Training iter #12500:   Batch Loss = 0.763835, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.7711113095283508, Accuracy = 0.489130437374115
Training iter #12600:   Batch Loss = 0.659796, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7615051865577698, Accuracy = 0.54347825050354
Training iter #12700:   Batch Loss = 0.656401, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7708410024642944, Accuracy = 0.532608687877655
Training iter #12800:   Batch Loss = 0.693556, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7691634297370911, Accuracy = 0.52173912525177
Training iter #12900:   Batch Loss = 0.694513, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7730746865272522, Accuracy = 0.52173912525177
Training iter #13000:   Batch Loss = 0.700092, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7816612124443054, Accuracy = 0.510869562625885
Training iter #13100:   Batch Loss = 0.633399, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7608110904693604, Accuracy = 0.54347825050354
Training iter #13200:   Batch Loss = 0.678397, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7848096489906311, Accuracy = 0.47826087474823
Training iter #13300:   Batch Loss = 0.766039, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7717140316963196, Accuracy = 0.489130437374115
Training iter #13400:   Batch Loss = 0.658418, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7528747916221619, Accuracy = 0.54347825050354
Training iter #13500:   Batch Loss = 0.663087, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7715792059898376, Accuracy = 0.52173912525177
Training iter #13600:   Batch Loss = 0.679990, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7930847406387329, Accuracy = 0.47826087474823
Training iter #13700:   Batch Loss = 0.679490, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7591930031776428, Accuracy = 0.52173912525177
Training iter #13800:   Batch Loss = 0.719007, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7511482238769531, Accuracy = 0.54347825050354
Training iter #13900:   Batch Loss = 0.677186, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.804393470287323, Accuracy = 0.46739131212234497
Training iter #14000:   Batch Loss = 0.719115, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.8895753622055054, Accuracy = 0.3695652186870575
Training iter #14100:   Batch Loss = 0.839725, Accuracy = 0.4000000059604645
PERFORMANCE ON TEST SET: Batch Loss = 0.8072312474250793, Accuracy = 0.3695652186870575
Training iter #14200:   Batch Loss = 0.724117, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7369703054428101, Accuracy = 0.45652174949645996
Training iter #14300:   Batch Loss = 0.718012, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7141165137290955, Accuracy = 0.6413043737411499
Training iter #14400:   Batch Loss = 0.735615, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7059728503227234, Accuracy = 0.6304348111152649
Training iter #14500:   Batch Loss = 0.773788, Accuracy = 0.4000000059604645
PERFORMANCE ON TEST SET: Batch Loss = 0.7071917653083801, Accuracy = 0.6304348111152649
Training iter #14600:   Batch Loss = 0.731505, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7121092081069946, Accuracy = 0.6413043737411499
Training iter #14700:   Batch Loss = 0.716470, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7194724082946777, Accuracy = 0.6521739363670349
Training iter #14800:   Batch Loss = 0.726291, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7347750067710876, Accuracy = 0.510869562625885
Training iter #14900:   Batch Loss = 0.736711, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7491958737373352, Accuracy = 0.3586956560611725
Training iter #15000:   Batch Loss = 0.717049, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7574092745780945, Accuracy = 0.30434781312942505
Training iter #15100:   Batch Loss = 0.726926, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7684077024459839, Accuracy = 0.3478260934352875
Training iter #15200:   Batch Loss = 0.707003, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7671865224838257, Accuracy = 0.3586956560611725
Training iter #15300:   Batch Loss = 0.690081, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7648680210113525, Accuracy = 0.32608696818351746
Training iter #15400:   Batch Loss = 0.728786, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7557166814804077, Accuracy = 0.4021739065647125
Training iter #15500:   Batch Loss = 0.699255, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7426398396492004, Accuracy = 0.489130437374115
Training iter #15600:   Batch Loss = 0.708204, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7409051656723022, Accuracy = 0.489130437374115
Training iter #15700:   Batch Loss = 0.729081, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7381339073181152, Accuracy = 0.52173912525177
Training iter #15800:   Batch Loss = 0.705623, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7399842739105225, Accuracy = 0.52173912525177
Training iter #15900:   Batch Loss = 0.697790, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7560572624206543, Accuracy = 0.489130437374115
Training iter #16000:   Batch Loss = 0.687404, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7646238803863525, Accuracy = 0.45652174949645996
Training iter #16100:   Batch Loss = 0.693447, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7802773714065552, Accuracy = 0.45652174949645996
Training iter #16200:   Batch Loss = 0.720829, Accuracy = 0.5400000214576721
